,0
1554,105858831.0
1555,1020102.0100276243
1556,267922725.0
1557,80844516.0
1558,525052505.1426754
1559,6763498.0
1560,114000000.0
1561,202000000.0
1562,100004.00059688708
1563,152156068.0
1564,267600000.0
1565,55807864.0
1566,500000.0
1567,1030000.0
1568,49977750.0
1569,22165714.0
1570,900000.0
1571,344487720.76121813
1572,107000000.0
1573,208005399.63162136
1574,47567003.0024337
1575,552861.0
1576,10001168.0
1577,17123336.0
1578,330624899.8425491
1579,15800000.0
1580,1020000.0
1581,58146656.006541975
1582,1137786.0
1583,100010.00098243773
1584,100000000.0
1585,2370292.0
1586,2271238.0
1587,15250000.0
1588,53010066.0
1589,1020102.0100748006
1590,8978136.018101534
1591,400000.0
1592,109864928.46713565
1593,1020000.0
1594,1020102.0100276243
1595,170559385.0
1596,100004.00059688708
1597,868829241.5842098
1598,1020000.0
1599,0.008040941066284921
1600,150682198.0
1601,53441960.0
1602,20000000.0
1603,1140088.0
1604,50000000.0
1605,100004.00059688708
1606,128902179.0
1607,1000000.0
1608,53490000.0
1609,17000000.0
1610,1112793998.0
1611,0.000689799674138611
1612,57000000.0
1613,1040000.0
1614,3160543488.0
1615,412828550.0
1616,880000.0
1617,232420458.0
1618,102700653.40997164
1619,114729587.0
1620,1151090.0
1621,1040000.0
1622,10013180.0
1623,2362337432.626903
1624,143203611.0
1625,468182835.0
